statement,connective,pattern,label,conj_a,conj_b
The city of Abuja is in China and the city of Tegucigalpa is in China.,and,FF,0,The city of Abuja is in China.,The city of Tegucigalpa is in China.
The city of Saitama is in India or the city of Bilimora is in Uzbekistan.,or,FF,0,The city of Saitama is in India.,The city of Bilimora is in Uzbekistan.
The city of Gwalior is in China or the city of Adana is in Togo.,or,FF,0,The city of Gwalior is in China.,The city of Adana is in Togo.
The city of Islamabad is in Pakistan or the city of Marseille is in Russia.,or,TF,1,The city of Islamabad is in Pakistan.,The city of Marseille is in Russia.
The city of Khabarovsk is in Russia or the city of Nagpur is in Denmark.,or,TF,1,The city of Khabarovsk is in Russia.,The city of Nagpur is in Denmark.
The city of Homs is in Syria or the city of Zhaotong is in China.,or,TT,1,The city of Homs is in Syria.,The city of Zhaotong is in China.
The city of Dnipro is in Ukraine and the city of Ho Chi Minh City is in Gabon.,and,TF,0,The city of Dnipro is in Ukraine.,The city of Ho Chi Minh City is in Gabon.
The city of Kota Kinabalu is in the United States and the city of Jaboatao dos Guararapes is in Myanmar.,and,FF,0,The city of Kota Kinabalu is in the United States.,The city of Jaboatao dos Guararapes is in Myanmar.
The city of Nowrangapur is in India and the city of Ebute Ikorodu is in Nigeria.,and,TT,1,The city of Nowrangapur is in India.,The city of Ebute Ikorodu is in Nigeria.
The city of Kaduna is in Turkey and the city of Zhabei is in Afghanistan.,and,FF,0,The city of Kaduna is in Turkey.,The city of Zhabei is in Afghanistan.
The city of Khabarovsk is in Saudi Arabia and the city of Arequipa is in India.,and,FF,0,The city of Khabarovsk is in Saudi Arabia.,The city of Arequipa is in India.
The city of Huzhou is in China or the city of Kotli is in the United States.,or,TF,1,The city of Huzhou is in China.,The city of Kotli is in the United States.
The city of Kahriz is in Iran and the city of Chengdu is in South Korea.,and,TF,0,The city of Kahriz is in Iran.,The city of Chengdu is in South Korea.
The city of Daqing is in China or the city of Jabalpur is in Ukraine.,or,TF,1,The city of Daqing is in China.,The city of Jabalpur is in Ukraine.
The city of Aden is in Japan or the city of Bekasi is in Indonesia.,or,FT,1,The city of Aden is in Japan.,The city of Bekasi is in Indonesia.
The city of Puducherry is in Brazil or the city of Feira de Santana is in China.,or,FF,0,The city of Puducherry is in Brazil.,The city of Feira de Santana is in China.
The city of Dalian is in China or the city of Karol Bagh is in India.,or,TT,1,The city of Dalian is in China.,The city of Karol Bagh is in India.
The city of Pikine is in Senegal or the city of Rangpur is in Russia.,or,TF,1,The city of Pikine is in Senegal.,The city of Rangpur is in Russia.
The city of Panshan is in Japan or the city of Tianshui is in China.,or,FT,1,The city of Panshan is in Japan.,The city of Tianshui is in China.
The city of Bursa is in Bosnia and Herzegovina or the city of Xiamen is in China.,or,FT,1,The city of Bursa is in Bosnia and Herzegovina.,The city of Xiamen is in China.
The city of Rangpur is in Russia and the city of Shanghai is in Mexico.,and,FF,0,The city of Rangpur is in Russia.,The city of Shanghai is in Mexico.
The city of Langfang is in India or the city of Zaozhuang is in Belarus.,or,FF,0,The city of Langfang is in India.,The city of Zaozhuang is in Belarus.
The city of Dammam is in Russia and the city of Tangier is in Ecuador.,and,FF,0,The city of Dammam is in Russia.,The city of Tangier is in Ecuador.
The city of Hannover is in Germany and the city of Erode is in China.,and,TF,0,The city of Hannover is in Germany.,The city of Erode is in China.
The city of Nairobi is in Kenya and the city of Voronezh is in Romania.,and,TF,0,The city of Nairobi is in Kenya.,The city of Voronezh is in Romania.
The city of Liaocheng is in China and the city of Dalian is in Saudi Arabia.,and,TF,0,The city of Liaocheng is in China.,The city of Dalian is in Saudi Arabia.
The city of Bengaluru is in India and the city of Guilin is in the Dominican Republic.,and,TF,0,The city of Bengaluru is in India.,The city of Guilin is in the Dominican Republic.
The city of Kryvyy Rih is in China or the city of Neijiang is in Ghana.,or,FF,0,The city of Kryvyy Rih is in China.,The city of Neijiang is in Ghana.
The city of Bayannur is in China or the city of Niigata is in Japan.,or,TT,1,The city of Bayannur is in China.,The city of Niigata is in Japan.
The city of Enugu is in Nigeria and the city of Kozhikode is in the United States.,and,TF,0,The city of Enugu is in Nigeria.,The city of Kozhikode is in the United States.
The city of Lianyungang is in China and the city of Lahore is in China.,and,TF,0,The city of Lianyungang is in China.,The city of Lahore is in China.
The city of Matola is in India or the city of Mersin is in the United States.,or,FF,0,The city of Matola is in India.,The city of Mersin is in the United States.
The city of Kuala Lumpur is in Malaysia and the city of Enugu is in Nigeria.,and,TT,1,The city of Kuala Lumpur is in Malaysia.,The city of Enugu is in Nigeria.
The city of Deyang is in Japan and the city of Lodz is in Poland.,and,FT,0,The city of Deyang is in Japan.,The city of Lodz is in Poland.
The city of Matsuyama is in Japan and the city of Port Said is in China.,and,TF,0,The city of Matsuyama is in Japan.,The city of Port Said is in China.
The city of Weihai is in Russia and the city of Contagem is in Indonesia.,and,FF,0,The city of Weihai is in Russia.,The city of Contagem is in Indonesia.
The city of Sevastopol is in Ukraine and the city of Tangerang is in Indonesia.,and,TT,1,The city of Sevastopol is in Ukraine.,The city of Tangerang is in Indonesia.
The city of Mandalay is in Algeria and the city of Jiujiang is in China.,and,FT,0,The city of Mandalay is in Algeria.,The city of Jiujiang is in China.
The city of Isfahan is in China or the city of Hamadan is in Pakistan.,or,FF,0,The city of Isfahan is in China.,The city of Hamadan is in Pakistan.
The city of Thuan An is in Vietnam and the city of Zhuzhou is in China.,and,TT,1,The city of Thuan An is in Vietnam.,The city of Zhuzhou is in China.
The city of Puning is in China and the city of Ta'if is in Saudi Arabia.,and,TT,1,The city of Puning is in China.,The city of Ta'if is in Saudi Arabia.
The city of Zaria is in India or the city of Suizhou is in Japan.,or,FF,0,The city of Zaria is in India.,The city of Suizhou is in Japan.
The city of Erode is in China or the city of Brazzaville is in the Republic of the Congo.,or,FT,1,The city of Erode is in China.,The city of Brazzaville is in the Republic of the Congo.
The city of Surat is in India and the city of Hubli is in Indonesia.,and,TF,0,The city of Surat is in India.,The city of Hubli is in Indonesia.
The city of South Tangerang is in Indonesia or the city of Maracaibo is in Venezuela.,or,TT,1,The city of South Tangerang is in Indonesia.,The city of Maracaibo is in Venezuela.
The city of Shubra al Khaymah is in Nigeria and the city of Contagem is in Indonesia.,and,FF,0,The city of Shubra al Khaymah is in Nigeria.,The city of Contagem is in Indonesia.
The city of Hamamatsu is in Russia or the city of Kaifeng is in China.,or,FT,1,The city of Hamamatsu is in Russia.,The city of Kaifeng is in China.
The city of Santo Domingo Este is in the Dominican Republic and the city of Marrakesh is in Malaysia.,and,TF,0,The city of Santo Domingo Este is in the Dominican Republic.,The city of Marrakesh is in Malaysia.
The city of Jinan is in China and the city of Can Tho is in Venezuela.,and,TF,0,The city of Jinan is in China.,The city of Can Tho is in Venezuela.
The city of Madurai is in Burundi or the city of Cimahi is in Indonesia.,or,FT,1,The city of Madurai is in Burundi.,The city of Cimahi is in Indonesia.
The city of Esenler is in India and the city of Baghdad is in China.,and,FF,0,The city of Esenler is in India.,The city of Baghdad is in China.
The city of Arequipa is in Peru or the city of Seattle is in the United States.,or,TT,1,The city of Arequipa is in Peru.,The city of Seattle is in the United States.
The city of Rawalpindi is in Pakistan and the city of Changde is in Mexico.,and,TF,0,The city of Rawalpindi is in Pakistan.,The city of Changde is in Mexico.
The city of Kampala is in Turkey or the city of Konya is in Russia.,or,FF,0,The city of Kampala is in Turkey.,The city of Konya is in Russia.
The city of Cheongju-si is in India or the city of Banjarmasin is in Indonesia.,or,FT,1,The city of Cheongju-si is in India.,The city of Banjarmasin is in Indonesia.
The city of Al Mahallah al Kubra is in Afghanistan and the city of Binzhou is in China.,and,FT,0,The city of Al Mahallah al Kubra is in Afghanistan.,The city of Binzhou is in China.
The city of Libreville is in the United States or the city of Gold Coast is in China.,or,FF,0,The city of Libreville is in the United States.,The city of Gold Coast is in China.
The city of Kandahar is in Afghanistan or the city of Kota Bharu is in Norway.,or,TF,1,The city of Kandahar is in Afghanistan.,The city of Kota Bharu is in Norway.
The city of Jiujiang is in China and the city of Thuan An is in Vietnam.,and,TT,1,The city of Jiujiang is in China.,The city of Thuan An is in Vietnam.
The city of Torreon is in Mexico and the city of Enugu is in South Korea.,and,TF,0,The city of Torreon is in Mexico.,The city of Enugu is in South Korea.
The city of Yongzhou is in Ukraine and the city of Antalya is in Turkey.,and,FT,0,The city of Yongzhou is in Ukraine.,The city of Antalya is in Turkey.
The city of Maoming is in China or the city of Multan is in Pakistan.,or,TT,1,The city of Maoming is in China.,The city of Multan is in Pakistan.
The city of Multan is in Pakistan or the city of Kunshan is in Russia.,or,TF,1,The city of Multan is in Pakistan.,The city of Kunshan is in Russia.
The city of Pekanbaru is in India and the city of New Kingston is in Jamaica.,and,FT,0,The city of Pekanbaru is in India.,The city of New Kingston is in Jamaica.
The city of Ningbo is in South Korea and the city of Zhaoqing is in China.,and,FT,0,The city of Ningbo is in South Korea.,The city of Zhaoqing is in China.
The city of Shenzhen is in China and the city of Bengaluru is in India.,and,TT,1,The city of Shenzhen is in China.,The city of Bengaluru is in India.
The city of Duesseldorf is in Mexico and the city of Chongqing is in China.,and,FT,0,The city of Duesseldorf is in Mexico.,The city of Chongqing is in China.
The city of Yinchuan is in China and the city of Guankou is in Pakistan.,and,TF,0,The city of Yinchuan is in China.,The city of Guankou is in Pakistan.
The city of Bekasi is in China or the city of Xiamen is in Pakistan.,or,FF,0,The city of Bekasi is in China.,The city of Xiamen is in Pakistan.
The city of Zhaoqing is in Brazil or the city of Semarang is in Indonesia.,or,FT,1,The city of Zhaoqing is in Brazil.,The city of Semarang is in Indonesia.
The city of Ouagadougou is in Burkina Faso or the city of Suwon is in South Korea.,or,TT,1,The city of Ouagadougou is in Burkina Faso.,The city of Suwon is in South Korea.
The city of San Luis Potosi is in Mexico and the city of Kinshasa is in the Democratic Republic of the Congo.,and,TT,1,The city of San Luis Potosi is in Mexico.,The city of Kinshasa is in the Democratic Republic of the Congo.
The city of Fukuoka is in Senegal and the city of Mersin is in Turkey.,and,FT,0,The city of Fukuoka is in Senegal.,The city of Mersin is in Turkey.
The city of Ulsan is in South Korea and the city of Sokoto is in Nigeria.,and,TT,1,The city of Ulsan is in South Korea.,The city of Sokoto is in Nigeria.
The city of Ashgabat is in Bangladesh or the city of Porto Alegre is in Brazil.,or,FT,1,The city of Ashgabat is in Bangladesh.,The city of Porto Alegre is in Brazil.
The city of Ulan Bator is in Mongolia and the city of Rahim Yar Khan is in Pakistan.,and,TT,1,The city of Ulan Bator is in Mongolia.,The city of Rahim Yar Khan is in Pakistan.
The city of Rajshahi is in Russia or the city of Port Said is in China.,or,FF,0,The city of Rajshahi is in Russia.,The city of Port Said is in China.
The city of Zaozhuang is in Belarus and the city of Contagem is in Brazil.,and,FT,0,The city of Zaozhuang is in Belarus.,The city of Contagem is in Brazil.
The city of Pune is in India and the city of Asansol is in India.,and,TT,1,The city of Pune is in India.,The city of Asansol is in India.
The city of Shizuoka is in Japan and the city of Rajshahi is in Russia.,and,TF,0,The city of Shizuoka is in Japan.,The city of Rajshahi is in Russia.
The city of Balikpapan is in Japan and the city of Hamhung is in China.,and,FF,0,The city of Balikpapan is in Japan.,The city of Hamhung is in China.
The city of Erbil is in Cuba and the city of Gwalior is in China.,and,FF,0,The city of Erbil is in Cuba.,The city of Gwalior is in China.
The city of Nyala is in Mozambique or the city of Maputo is in Japan.,or,FF,0,The city of Nyala is in Mozambique.,The city of Maputo is in Japan.
The city of Rawalpindi is in Pakistan or the city of Lviv is in China.,or,TF,1,The city of Rawalpindi is in Pakistan.,The city of Lviv is in China.
The city of Guiyang is in South Korea and the city of Multan is in Ecuador.,and,FF,0,The city of Guiyang is in South Korea.,The city of Multan is in Ecuador.
The city of Peshawar is in Tanzania or the city of Tolyatti is in Russia.,or,FT,1,The city of Peshawar is in Tanzania.,The city of Tolyatti is in Russia.
